sample	type	group	mut_ct
MPX000197-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000198-NYC-VH00422-221014	APOBEC3	Outbreak NYC	60
MPX000198-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000199-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000199-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000200-NYC-VH00422-221014	APOBEC3	Outbreak NYC	55
MPX000200-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000201-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000201-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000202-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000202-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000203-NYC-VH00422-221014	APOBEC3	Outbreak NYC	55
MPX000203-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000204-NYC-VH00422-221014	APOBEC3	Outbreak NYC	58
MPX000204-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000205-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000205-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000206-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000206-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000207-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000207-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000208-NYC-VH00422-221014	APOBEC3	Outbreak NYC	57
MPX000208-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000209-NYC-VH00422-221014	APOBEC3	Outbreak NYC	57
MPX000209-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000210-NYC-VH00422-221014	APOBEC3	Outbreak NYC	55
MPX000210-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000212-NYC-VH00422-221014	APOBEC3	Outbreak NYC	57
MPX000212-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000213-NYC-VH00422-221014	APOBEC3	Outbreak NYC	58
MPX000213-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000214-NYC-VH00422-221014	APOBEC3	Outbreak NYC	62
MPX000214-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000215-NYC-VH00422-221014	APOBEC3	Outbreak NYC	61
MPX000215-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000216-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000216-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	11
MPX000217-NYC-VH00422-221014	APOBEC3	Outbreak NYC	52
MPX000217-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000218-NYC-VH00422-221014	APOBEC3	Outbreak NYC	54
MPX000218-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000219-NYC-VH00422-221014	APOBEC3	Outbreak NYC	54
MPX000219-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000220-NYC-VH00422-221014	APOBEC3	Outbreak NYC	53
MPX000220-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000221-NYC-VH00422-221014	APOBEC3	Outbreak NYC	53
MPX000221-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000222-NYC-VH00422-221014	APOBEC3	Outbreak NYC	58
MPX000222-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000223-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000223-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000224-NYC-VH00422-221014	APOBEC3	Outbreak NYC	56
MPX000224-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000225-NYC-VH00422-221014	APOBEC3	Outbreak NYC	53
MPX000225-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000226-NYC-VH00422-221014	APOBEC3	Outbreak NYC	55
MPX000226-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	11
MPX000227-NYC-VH00422-221014	APOBEC3	Outbreak NYC	59
MPX000227-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	11
MPX000228-NYC-VH00422-221014	APOBEC3	Outbreak NYC	57
MPX000228-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	11
MPX000229-NYC-VH00422-221014	APOBEC3	Outbreak NYC	58
MPX000229-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000230-NYC-VH00422-221014	APOBEC3	Outbreak NYC	58
MPX000230-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000231-NYC-VH00422-221014	APOBEC3	Outbreak NYC	59
MPX000231-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	9
MPX000232-NYC-VH00422-221014	APOBEC3	Outbreak NYC	59
MPX000232-NYC-VH00422-221014	NON-APOBEC	Outbreak NYC	10
MPX000233-NYC-VH00422-221125	APOBEC3	Outbreak NYC	55
MPX000233-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	9
MPX000234-NYC-VH00422-221125	APOBEC3	Outbreak NYC	58
MPX000234-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	10
MPX000235-NYC-VH00422-221125	APOBEC3	Outbreak NYC	57
MPX000235-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	10
MPX000236-NYC-VH00422-221125	APOBEC3	Outbreak NYC	52
MPX000236-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	9
MPX000237-NYC-VH00422-230123	APOBEC3	Outbreak NYC	57
MPX000237-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX000238-NYC-VH00422-230123	APOBEC3	Outbreak NYC	56
MPX000238-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	9
MPX000239-NYC-VH00422-221125	APOBEC3	Outbreak NYC	56
MPX000239-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	9
MPX000240-NYC-VH00422-221125	APOBEC3	Outbreak NYC	57
MPX000240-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	11
MPX000241-NYC-VH00422-221125	APOBEC3	Outbreak NYC	55
MPX000241-NYC-VH00422-221125	NON-APOBEC	Outbreak NYC	9
MPX000242-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000242-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000243-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000243-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000244-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000244-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000245-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000245-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000246-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000246-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000247-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000247-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000248-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000248-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000249-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000249-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000250-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000250-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000251-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000251-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000252-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000252-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000253-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000253-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000254-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000254-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000255-NYC-VH00422-221028	APOBEC3	Outbreak NYC	62
MPX000255-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000256-NYC-VH00422-221028	APOBEC3	Outbreak NYC	60
MPX000256-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000257-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000257-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000258-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000258-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000259-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000259-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000260-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000260-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000261-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000261-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000262-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000262-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000263-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000263-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000264-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000264-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000265-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000265-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000266-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000266-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000267-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000267-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000268-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000268-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000269-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000269-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000270-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000270-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000271-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000271-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000272-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000272-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000273-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000273-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000274-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000274-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000275-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000275-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000276-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000276-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000277-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000277-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000278-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000278-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000279-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000279-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000280-NYC-VH00422-221028	APOBEC3	Outbreak NYC	60
MPX000280-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000281-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000281-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000282-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000282-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000283-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000283-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000284-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000284-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000285-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000285-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000286-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000286-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000287-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000287-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000288-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000288-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000289-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000289-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000290-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000290-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000291-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000291-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000292-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000292-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000293-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000293-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000294-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000294-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000295-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000295-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000296-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000296-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000297-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000297-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000298-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000298-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000299-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000299-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000300-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000300-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000301-NYC-VH00422-221028	APOBEC3	Outbreak NYC	62
MPX000301-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000302-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000302-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	13
MPX000303-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000303-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	13
MPX000305-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000305-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000306-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000306-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000307-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000307-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000308-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000308-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000309-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000309-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000310-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000310-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000311-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000311-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000312-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000312-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000313-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000313-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000314-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000314-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000315-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000315-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000316-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000316-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000317-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000317-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000318-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000318-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000319-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000319-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000320-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000320-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000321-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000321-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000322-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000322-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000323-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000323-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000324-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000324-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	12
MPX000325-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000325-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	12
MPX000326-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000326-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000327-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000327-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000328-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000328-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000329-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000329-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000330-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000330-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000331-NYC-VH00422-221028	APOBEC3	Outbreak NYC	52
MPX000331-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000332-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000332-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000334-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000334-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000335-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000335-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000336-NYC-VH00422-221028	APOBEC3	Outbreak NYC	62
MPX000336-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000337-NYC-VH00422-230123	APOBEC3	Outbreak NYC	55
MPX000337-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	11
MPX000338-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000338-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000339-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000339-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000340-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000340-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000341-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000341-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000342-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000342-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000343-NYC-VH00422-221028	APOBEC3	Outbreak NYC	60
MPX000343-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000344-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000344-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000345-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000345-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000346-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000346-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000347-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000347-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000348-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000348-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000349-NYC-VH00422-221028	APOBEC3	Outbreak NYC	60
MPX000349-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000350-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000350-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000351-NYC-VH00422-221028	APOBEC3	Outbreak NYC	62
MPX000351-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000352-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000352-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000353-NYC-VH00422-221028	APOBEC3	Outbreak NYC	61
MPX000353-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000354-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000354-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000355-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000355-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000356-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000356-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000357-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000357-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000358-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000358-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000359-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000359-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	8
MPX000360-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000360-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000361-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000361-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000362-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000362-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000363-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000363-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000364-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000364-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000365-NYC-VH00422-221028	APOBEC3	Outbreak NYC	63
MPX000365-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000366-NYC-VH00422-221028	APOBEC3	Outbreak NYC	63
MPX000366-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000367-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000367-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	11
MPX000368-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000368-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000369-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000369-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000370-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000370-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000371-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000371-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000372-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000372-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000373-NYC-VH00422-221028	APOBEC3	Outbreak NYC	57
MPX000373-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000374-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000374-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000375-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000375-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000376-NYC-VH00422-221028	APOBEC3	Outbreak NYC	53
MPX000376-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000377-NYC-VH00422-221028	APOBEC3	Outbreak NYC	54
MPX000377-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000378-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000378-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000379-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000379-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000380-NYC-VH00422-221028	APOBEC3	Outbreak NYC	59
MPX000380-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000381-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000381-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000382-NYC-VH00422-221028	APOBEC3	Outbreak NYC	55
MPX000382-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000383-NYC-VH00422-221028	APOBEC3	Outbreak NYC	62
MPX000383-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000384-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000384-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000385-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
MPX000385-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	9
MPX000386-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000386-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000387-NYC-VH00422-221028	APOBEC3	Outbreak NYC	58
MPX000387-NYC-VH00422-221028	NON-APOBEC	Outbreak NYC	10
MPX000388-NYC-VH00422-230123	APOBEC3	Outbreak NYC	64
MPX000388-NYC-VH00422-230123	NON-APOBEC	Outbreak NYC	10
MPX000389-NYC-VH00422-221028	APOBEC3	Outbreak NYC	56
